,Date Created,Number of Likes,Source of Tweet,Tweets
889,2023-03-08 14:20:53+00:00,6723,,"Constructing a mental model that allows me to be competitive

Watch the full interview: https://t.co/zrpCNcokxT https://t.co/hn03CQFF1W"
890,2023-03-08 12:57:13+00:00,106139,,"I'm a peaceful man.

I never bark.

But if the time comes, I will not half bite

Do you understand? https://t.co/QLxqlXs9DA"
891,2023-03-08 10:56:35+00:00,14986,,"""The greatest glory in living lies not in never falling, but in rising every time we fall."""
892,2023-03-08 10:12:18+00:00,27928,,"Lack somewhere? Excel somewhere else.  

Counter your weaknesses by honing other capabilities.  

Ugly? Get filthy rich  

Poor? Be strong as an ox  

Life is unfair. 

The primary focus of your energies is to balance the books."
893,2023-03-07 22:40:54+00:00,77977,,"At laundry today, 3 mortals attempted to intimidate me

Unaware of my divine powers

I extended my hand and clicked my fingers

Then asked them a simple question

Do you know the secrets of Yoga fire?

They are not sure why this changed their minds, but it did."
894,2023-03-07 21:16:49+00:00,26407,,"Energy cannot be destroyed. 

Only converted. Changed. 

You feel despair? Your mind can’t rest? You can’t sleep? 

YOU POSSESS UNLIMITED POWER. You’re lucky. 

Despair has BLESSED YOU. 

How do you use it? Self-destruction or world conquest? Only contentment kills."
895,2023-03-07 14:33:23+00:00,16252,,https://t.co/eDdreUKUBr
896,2023-03-07 11:53:50+00:00,17766,,"How should you FEEL when you're happy is SELF DEFINED You get grumpy and consider it sad.  

I get grumpy and consider it happy. 

This is what I have DECIDED. 

I only live within my own mind. 

I can draw the barriers. Outside of total annihilation. 

I am happy. ALWAYS"
897,2023-03-07 09:24:22+00:00,9322,,"The best advice I’ve ever received

Watch the full interview: https://t.co/5fQWgyOfp4 https://t.co/AcyyNcfG8L"
898,2023-03-06 22:23:34+00:00,12980,,"WE CAN’T KEEP DOING THIS

Tate Confidential Ep 172

OUT NOW: https://t.co/DQuJkJIpJH https://t.co/uAq2TItdxF"
899,2023-03-06 20:08:13+00:00,44748,,"Locked in jail, many comment on how I'm no longer living the high life.

They talk as if I was some rich kid.

They talk as if I will break.

My entire life has been battle.

War is all I've ever known. https://t.co/IDI0X47hTW"
900,2023-03-06 18:58:45+00:00,88799,,"Allah does not burden a soul beyond that it can bear

Quran [2:286]"
901,2023-03-06 16:24:00+00:00,31115,,"You decide your goals. 

So why have you settled on something unremarkable?"
902,2023-03-06 13:48:51+00:00,10221,,"Sports is a watered-down version of War

Watch the full interview:https://t.co/HkCForUInp https://t.co/SE0nQpSq7O"
903,2023-03-06 12:25:46+00:00,26696,,"Once you understand that your beliefs have the ability to positively or negatively affect your reality. 

You'll become very purposeful when choosing the ideas you let into your mind."
904,2023-03-06 09:38:22+00:00,18372,,"""Man's goodness is a flame that can be hidden but never extinguished.”"
905,2023-03-05 20:54:58+00:00,56844,,"Enemies of truth lied about me in an attempt to destroy my good name

But look,

I am more famous than ever before and absolutely nobody believes them

I have a greater influence that will allow me to lead men to power and faith

I suffer in jail

But I also prepare

God is Great https://t.co/Qfk9SMc0la"
906,2023-03-05 19:03:35+00:00,27734,,"Every day, you have a choice. 

You can continue down the plain old road you’re on. 

Or you can be heroic and go down an epic one. 

Every day that you make the wrong choice, more of your potential is wasted. 

Will you make the right choice today?"
907,2023-03-05 15:16:50+00:00,13081,,"Discontent is the best motivator.

Be Greater.

Watch the full video here:
https://t.co/Y5VUT6KdqJ https://t.co/XcvxsIR0Dz"
908,2023-03-05 13:10:36+00:00,93283,,"If good touches you, it distresses them; but

If harm strikes you, they rejoice at it.

And if you are patient and fear Allah,

Their plot will not harm you at all.

Indeed, Allah is encompassing of what they do.

Quran [3:120] https://t.co/iUsTOhXRU4"
909,2023-03-05 11:14:16+00:00,32665,,If you don’t solve today’s problems you won’t earn the blessing of tomorrow’s problems.
910,2023-03-04 20:41:25+00:00,25213,,"I had a regular checkup organized in Dubai pre-detention.

The doctors were extremely interested in the scar on my lung.

They do not understand how I survive without treatment.

They do not know the secrets of Wudan.

But this battle has long passed.
https://t.co/YU5fH2NAtA https://t.co/rUHxt46pow"
911,2023-03-04 20:41:25+00:00,44012,,"As one of the most influential men on the face of the planet

It is important for the good of humanity that I live as long as possible

At my current strength levels, I estimate to survive for at least 5000 more years

With this in mind, I take my medical care extremely seriously"
912,2023-03-04 20:41:24+00:00,274811,,"I do not have cancer.

My lungs contain precisely 0 smoking damage.

In fact,

I have an 8L lung capacity and the vital signs of an Olympic athlete

There is nothing but a scar on my lung from an old battle.

True warriors are scarred both inside and out. https://t.co/VpLHWp20Fg"
913,2023-03-04 19:00:47+00:00,41269,,"Discipline is the key to success. 

If you cannot force yourself to do something you don’t want to do, 

how are you ever gonna put yourself through the suffering required for greatness?"
914,2023-03-04 16:46:05+00:00,21543,,"There is a fire in your heart. 

Every man was born with one. 

You either extinguish yourself through feverish efforts, ridiculously hard work, dampening the flames.  

Or you attempt to mask it with pleasure while it consumes you. 

The choice is yours."
915,2023-03-04 14:03:25+00:00,55244,,"But perhaps you hate a thing and it is good for you;

And perhaps you love a thing and it is bad for you.

And Allah knows while you know not.

Quran [2:216]"
916,2023-03-04 11:51:48+00:00,19337,,"Difficulty allows you to become a better person.

The best men in the world have gone through shit.

Be Greater

Full video here: https://t.co/nMYxxFl0Ep https://t.co/gIUAREJdae"
917,2023-03-03 18:20:33+00:00,14725,,"Everyone can smile in the club.

Smile when your nose is broken.
 
THAT’S A MAN.
 
Most men are living life on easy mode.
 
Talking about being a lifeguard in 6 inches of water.
 
It’s the men in the stormy seas who have lessons to teach.
 
Not the forever-smiling dork."
918,2023-03-03 18:20:32+00:00,13370,,"I learned mindset from my kickboxing coach as he cried telling me stories of the genocide in Bosnia.
 
As my father held his fractured face together.
 
I paid attention to his words.
 
These are LESSONS.
 
THIS IS MINDSET."
919,2023-03-03 18:20:32+00:00,25680,,"Don’t take mindset tips from the happy man.
 
Take them from the depressed miserable man who performs exceptionally.
 
Everybody can preach positivity in the sunshine.
 
A CHILD can be happy when things are going well."
920,2023-03-03 15:39:10+00:00,19783,,https://t.co/6pY0Bn50BV
921,2023-03-03 13:28:46+00:00,88127,,"Think of everything you've done since New Years Eve

The places you've been, the people you've spoken to, the experiences you've had.

I've been in the exact same room.

Every day

Every night

And they will not let me leave"
922,2023-03-03 11:51:31+00:00,65460,,"""I never lose. I either win or learn.”"
923,2023-03-03 10:40:14+00:00,7012,,"My coolest celebrity encounter

Watch the full interview: https://t.co/wSv052R0VF https://t.co/Mkvux5QJL8"
924,2023-03-03 09:31:31+00:00,26088,,"Your life is never going to be worse if you walk through the world believing 

“I'm the man” 

Walk it. Talk it. Be it."
925,2023-03-03 07:48:21+00:00,34337,,Stress is the only condition under which your body and mind will ever perform miracles.
926,2023-03-02 22:04:55+00:00,18061,,"I send you these letters to remind you,

Enjoy the rain while it lasts,

Enjoy the storms,

The chaotic seas.

It is temporary.

It is an opportunity

Calm seas never made a skillful sailor.

Smile through the struggle.

Use it to become great."
927,2023-03-02 22:04:54+00:00,12743,,"It's an opportunity.

It has been over 5,000 years since I last spent 96 hours straight practicing the Ki-zami-zuki technique.

Many of you reading this right now may be suffering hardship.

Life as a man will always be full of it."
928,2023-03-02 22:04:54+00:00,37736,,"God puts hardship in your path to give you an opportunity to show him just how strong you can be.

Martin Luther King Jr.

Malcolm X.

Nelson Mandela.

Serving Jail time with full innocence is a badge of honor.

I serve my time understanding this,

It's a test."
929,2023-03-02 20:32:03+00:00,42478,,"“And if you are patient and fear Allah, their plot will not harm you at all.”

Quran 3:120"
930,2023-03-02 17:45:36+00:00,18860,,"I see you Neo.

Be Greater.

Watch the full video here:
https://t.co/ai5bxYNcYh https://t.co/rcg8gNlfmZ"
931,2023-03-02 17:07:15+00:00,95586,,"Most people in Jail have no money and nobody on the outside

Each week I buy the maximum amount of commissary allowed by law

And distribute it amongst the poor"
932,2023-03-02 15:39:30+00:00,16698,,"What are the steps to becoming a Top G?

Watch the full interview: https://t.co/4u2DZevr5T https://t.co/7NTJrI803I"
933,2023-03-02 13:47:23+00:00,15621,,"Creative problem-solving comes from stress and urgent need 

The most powerful inventions of mankind were developed in times of War 

Your brain is soft because you never NEEDED it to perform 

Self-inflict stress if required. 

Diamonds are made under pressure"
934,2023-03-02 12:35:46+00:00,17020,,"Thank you, Anamaria Prodan, for standing up for justice.

Full article here:
https://t.co/dKeIvImL8r https://t.co/VtQrS5zHsX"
935,2023-03-02 11:16:03+00:00,35590,,"Never become comfortable with losing. 

Never become good at it. 

ALWAYS ask to fight again."
936,2023-03-01 18:44:00+00:00,26048,,"As a man - when things are not the way you want them to be - the natural result is anger. 

Society trains this out of men. 

Or society cannot function. 

Keep the anger - learn some self control - and focus effectively. 

Unlimited motivation awaits."
937,2023-03-01 17:48:36+00:00,22804,,https://t.co/so3ZurxGL9
938,2023-03-01 16:32:32+00:00,11572,,"The lines between sad and happy are self-defined. 

In the neverending grey, only you decide the deciding line between LIGHT and DARK. 

I have set my line to the very bottom. 

Unless I am DEVASTATED (twice lifetime event) I am somewhere in the happy zone. I am always happy."
939,2023-03-01 15:25:25+00:00,203433,,"My body is in jail. 

But my mind is not in jail. 

Do you understand? https://t.co/aO1uPJVO0E"
940,2023-03-01 14:21:54+00:00,28754,,The Truth: You do not have time to waste today. Do not fail.
941,2023-03-01 13:29:59+00:00,10560,,"They don’t want you to be happy

Watch the full interview:https://t.co/fCaAcuRqYY https://t.co/KeSL1cwzdS"
942,2023-02-28 20:48:11+00:00,195579,,"I saw my reflection today and I barely recognized myself

A long beard, a full head of hair

and the stresses of battle show on my face

But then I looked into my eyes

And recognized myself completely

They cannot break me. https://t.co/llwU1wIiTS"
943,2023-02-28 17:38:18+00:00,28005,,"""Oscar-winning performance"", CCTV of the girls coming and going, ""victims"" saying they arent victims

This is less than 5% of the evidence we are showing to prove we are innocent

But the court keeps putting us back in Jail

How can this happen in a fair justice system of the EU?"
944,2023-02-28 16:28:07+00:00,46849,,"When you lie you make a very powerful enemy

God."
945,2023-02-28 12:57:41+00:00,19875,,"The true mark of a warrior is to live for something bigger than yourself.

Absolute selfishness is the fundamental state of the modern-day coward.

Since the dawn of time, men of merit have risked their own interests for a greater cause."
946,2023-02-28 12:04:21+00:00,8193,,"Hedonism and pleasure is a black hole.

Watch the full interview: https://t.co/n7n4E1c3bF https://t.co/AEf91yJaK1"
947,2023-02-28 10:07:52+00:00,11824,,"""I have never cared very much for personal prizes. A person does not become a freedom fighter in the hope of winning awards.”"
948,2023-02-28 08:13:19+00:00,40934,,"I've cooperated fully in every way.

Done everything they asked of me.

I have 500 pieces of video, photo and other evidence proving my innocence.

But I am still in jail.

What does Romania want from me?
https://t.co/dKeIvImL8r https://t.co/S2KCw8S3m6"
949,2023-02-27 20:08:47+00:00,55114,,"Always winning isn't the point of God's battles. 

The point of God's battles is so you can show him the strength of your heart when you lose 

@jakepaul"
950,2023-02-27 18:26:22+00:00,22537,,"They weaponize lies to keep me in here.

But you cannot hide the sun forever."
951,2023-02-27 17:49:11+00:00,14932,,"They cannot keep me in this cell forever.

My enemies’ lies are crumbling.

This is your time to play catch up.

Whatever situation you are in, I want to let you know one thing is certain.

It is possible.

Get to work."
952,2023-02-27 17:49:10+00:00,12991,,"I was put on this earth by God himself to show you what is possible.

You are not meant to be a slave.

I was poorer than you,

I was raised in a council estate by a single mother.

I made it out.

I conquered the internet.

I became The Top G."
953,2023-02-27 17:49:10+00:00,5125,,"You’ve never even TRIED,

Imagine how much harder some men would work if it was possible.

The amount of work ethic inspired by witnessing a man train his arms to move so hard and fast that he could fly.

There is power in knowing something is possible."
954,2023-02-27 17:49:09+00:00,41633,,"How many of you have genuinely tried to fly?

GENUINELY.

How many of you have researched, trained, and truly TRIED to fly?

NONE OF YOU.

Why?

Because you think it’s impossible.

You’ve never pushed yourself because you believe the goal can never be achieved."
955,2023-02-27 14:30:38+00:00,82993,,"I've been in jail for 61 days

But not allowed a single visit.

Not even from my children"
956,2023-02-27 10:19:07+00:00,9700,,"My thoughts on self-analysis

Watch the full interview: https://t.co/OFCSI61n3l https://t.co/vwi7SQYP37"
957,2023-02-27 08:20:51+00:00,45366,,"Mentally - everyone is breakable. 

Rigidity breaks. 

And you’re finished. 

Embrace emotion. 

Feel it and control it. 

Be sad and enjoy being sad. 

Be happy and enjoy being happy. 

You won’t break if you constantly bend."
958,2023-02-26 18:03:20+00:00,20977,,https://t.co/vZTEb5FREC
959,2023-02-26 16:26:50+00:00,31128,,"Misery loves company. 

That’s why weak men try and convince you it’s ok to be weak. 

They want to share the pain."
960,2023-02-26 14:41:22+00:00,56812,,"Today is the day you absolutely change everything negative about your life. 

Destroy brain fog. 

Absolute mental clarity coupled with huge energy and a clear direction. 

You know what to do. 

And you’re going to do it."
961,2023-02-26 13:29:04+00:00,12340,,"How I feel has zero bearing on how I live my life.

Watch the full interview: https://t.co/jQNG1JA6KY https://t.co/1PybF8duaq"
962,2023-02-26 12:02:43+00:00,6296,,"Freedom requires you to Act.

Amazingly done. @Karbotopia"
963,2023-02-25 16:40:19+00:00,11790,,"If you want THE TRUTH about my case.

Watch the full interview here:
https://t.co/D6uU40S1q2 https://t.co/3bIaRbue5a"
964,2023-02-25 16:03:38+00:00,11586,,"I never prioritize my emotions.

Watch the full interview: https://t.co/8hUbutdtR6 https://t.co/RcTZUp4dR2"
965,2023-02-25 14:14:58+00:00,13437,,"""We must use time creatively, and forever realize that the time is always ripe to do right.”"
966,2023-02-25 12:44:07+00:00,16199,,"The primary objective of the largely promoted “entertainment” is to inject poison into the minds of the population.

Why else would such garbage even exist?

Pay attention and you’ll notice it's not funny. It doesn’t even entertain.

You’ve been programmed to consume regardless."
967,2023-02-25 10:01:15+00:00,107925,,"I was awoken last night by an icy chill

and identified a ghost in my prison cell

He was terrified and begged me not to annihilate him

I sent him back to hell with a message for the demons

I am always ready."
968,2023-02-24 21:18:38+00:00,3684,,"The Money Making Methods we teach are being applied to businesses worldwide.

Even if you don't hear the word Tate.

You SEE my influence everywhere.

And all of my students are getting rich as a result.

I will teach you how, if you are ready to listen:

https://t.co/89HqANGH8z"
969,2023-02-24 21:18:37+00:00,2896,,"I write my lessons for anyone who needs to become great.

Jail has created the best lessons on Money Making I've ever written.

I've updated The Real World students on my latest revelations,

They are learning in real-time.

Our footprint is everywhere.
https://t.co/VHXeLlCFAp"
970,2023-02-24 21:18:37+00:00,7616,,"Traditional school is not designed to make you rich,

Traditional school is designed to guarantee society can function.

Not everybody can be Elon Musk,

Not everybody can be Jeff Bezos,

But ANYBODY can."
971,2023-02-24 21:18:36+00:00,4951,,"Fundamentals and principles every billionaire knows, the stuff they don't teach in school.

You need to realize,

Society COLLAPSES when no one builds the roads, flips the burgers, or builds the cars."
972,2023-02-24 21:15:58+00:00,4157,,"The only work I can do in this jail,

Is write lessons and plans for the students of The Real World.

Go deep into my mind of how money is made.

Put it on paper,

And send it out.

Poor people think making money is complicated.

It's not.

https://t.co/dB4MYsBLnl"
973,2023-02-24 21:15:34+00:00,9290,,"Jail either breaks or builds you.

Lock yourself in your bathroom without a phone or laptop and try to sit for an hour.

I'm at Day 57 and counting.

You need to keep yourself busy,

Entertained,

At Work."
974,2023-02-24 20:19:59+00:00,21621,,"TATE FOUND SOMETHING NEW

Tate Confidential Ep. 171

OUT NOW: https://t.co/HRMngdfbGF https://t.co/A8acLj4JJQ"
975,2023-02-24 17:49:57+00:00,17221,,https://t.co/ChM6Zk3ECM
976,2023-02-24 16:07:54+00:00,137319,,"There is a man in jail who got 17 years because his wife snitched. 

He can't stop talking about how much he misses her. 

Women have no idea how deeply a man can love."
977,2023-02-24 13:46:04+00:00,16592,,"Fortitude is required to resist the perils of the human condition.   

Mental and physical, built through tribulation.    

You need to get hurt, to grow strong.    

Scar tissue is required.    

“Stop being a pussy” are very loving words.    

They inspire growth."
978,2023-02-24 12:08:19+00:00,12025,,"You are not unlucky

Watch the full interview: https://t.co/x7ymPak3uG https://t.co/zS5VkdtdPV"
979,2023-02-24 09:40:06+00:00,13779,,"Constant battle grows tiresome. 

Fatigue makes cowards of us all. 

The most important skill you need as a man is the ability to manipulate opponents and pick your battles. 

Win destructively when you fight back. 

And stay damage-free when you don't."
980,2023-02-23 21:00:23+00:00,16543,,"I am considering starting a relationship counseling show, very similar to Judge Judy

A man and a woman will come to me to present their arguments

And I will decide who was right and who was wrong.

Exclusively on https://t.co/BkFKrGX89T

Would you watch it?"
981,2023-02-23 15:23:47+00:00,12478,,"If you do not know what to do every day to achieve your goals.

Then you need a plan.

Get one.

https://t.co/i1gelz1W4D"
982,2023-02-23 15:23:47+00:00,36152,,"If my days in this cell are more productive than yours, you should be furious with yourself.

It means you are failing.

How will you ever reach greatness when you do not even outperform a man in a jail cell?

Work harder.

You cannot afford to fail any longer."
983,2023-02-23 15:23:46+00:00,24413,,"Pray,

Read my Quran.

And then begin my day of strict long meditation.

You have all your freedom of movement.

You have unlimited information and accessibility at your fingertips."
984,2023-02-23 15:23:46+00:00,154988,,"I am in a cell.

I have extremely limited freedom of action.

Every single day,

I do 500 squats.

500 push-ups.

Practice my tiger paw technique.

Walk 10km.

Write and complete lessons for the students inside The Real World.

Read and respond to 100s of letters."
985,2023-02-23 14:19:16+00:00,35304,,"I've seen full-grown men cry over chocolate bars

I've seen full-grown men fight over chocolate bars

Personally, I do not like chocolate."
986,2023-02-23 12:50:53+00:00,31432,,"I am a hard target.

Come for me, not my family @RollingStone"
987,2023-02-23 10:19:56+00:00,10376,,"The natural state of men

Watch the full interview: https://t.co/k38yrMbEF2 https://t.co/mOkKwhCkew"
988,2023-02-23 08:29:03+00:00,27858,,"I preach to you speed, 

And you think you’re going fast because you’re faster than everyone around you, you tell yourself you’re going fast. 

But you DO NOT even know what fast actually is. 

Do you understand?"
989,2023-02-22 20:58:13+00:00,61175,,"I received 1000s of letters from women in jail

Insisting I'm the last living truly masculine essence

And a voice for truth and God.

100s have sworn to be waiting at the jail gates upon my release

@jerryspringer"
990,2023-02-22 20:06:21+00:00,18759,,"Tate Cars Mad Max Edition

Watch now: https://t.co/WT4WnBM7RF https://t.co/q8OvOwH16w"
991,2023-02-22 15:35:41+00:00,5713,,"I returned to Wudan with 99 blossoms to find Po meditating.

I knelt before him and began to cry through frustration.

“I have failed. I did not move quickly enough for the sun. I will never have all of the blossoms.”

He smiled and replied. “Then I will never die.”"
992,2023-02-22 15:35:41+00:00,4610,,"The piece must have landed here many years ago, and the blistering sun had all but obliterated it - leaving nothing but the perfect print on hard stone.

I was furious.

So many years wasted. Elements endured. 

And it’s now clear, I could never complete the task."
993,2023-02-22 15:35:40+00:00,2422,,"I dreamt of it. I hallucinated. I saw it permanently in my mind, but could never find it.

And then... 81 years after first descending from the mountain, I came across a large flat rock.

Upon it was the perfect imprint of an apple blossom."
994,2023-02-22 15:35:40+00:00,2518,,"I would meditate at night to keep frustration at bay and spend my days sifting through dirt, 

climbing trees and swimming lakes - knowing the blossom could be anywhere.

The final blossom eluded me."
995,2023-02-22 15:35:39+00:00,1761,,"I had no desire to hasten his passing, yet I understood to always obey.

After 21 years, I had found 99 of the 100 blossoms.

I had walked over 3000 miles through wilderness.

The mountain winds had blown them far and wide.

I spent another 60 years, looking for the final piece."
996,2023-02-22 15:35:39+00:00,1783,,"I found the first blossom two weeks later.

Laying in a rock pool, bright pink contrasting violet blue.

I lived in the wilderness, hunting wolves with handmade weapons, and spent every waking hour searching for the blossoms."
997,2023-02-22 15:35:38+00:00,1767,,"“Retrieve every last blossom. 

And when you have picked up the very last one, you will know that I have passed to the next life.”

I bowed and shed a tear.

Then began my walk down the mountain."
998,2023-02-22 15:35:38+00:00,1866,,"He produced a handful of pink apple blossoms from his robe and threw them into the wind - they floated upon the breeze, scattering into the valley two miles below."
999,2023-02-22 15:35:37+00:00,19707,,"There is one story that visits me very often in this cell:

Atop Wudan in the year 109, Master Po took me to the cliff’s edge. 

“The first lesson in Zen is about mortality,” he said.

“When you reach my level of power, you know exactly when you will die.”"
1000,2023-02-22 12:58:45+00:00,8181,,"My small circle of friends

Watch the full interview: https://t.co/anobGAcAlg https://t.co/yguvUv9s0l"
1001,2023-02-22 11:55:13+00:00,15870,,"""Sometimes it falls upon a generation to be great, you can be that generation.”"
1002,2023-02-22 10:20:52+00:00,53748,,"Life doesn't come to you.

You must come to life. 

Remember this."
1003,2023-02-22 09:13:56+00:00,47154,,"While you get depressed because you aren't where you want to be in life. 

Maybe you're broke. 

Maybe you're out of shape. 

Maybe you just want a different life altogether. 

Not knowing that this ""depression"" you feel is the key to everything you want to change."
1004,2023-02-21 17:48:29+00:00,82117,,I will meditate deeply over this decision.
1005,2023-02-21 14:09:53+00:00,29399,,"I can easily think myself into euphoric gratefulness for things as simple as having air to breathe.  

I can easily think myself into the deepest and darkest depression. 

I’ve seen hell. I’ve lived hell. I can produce either state. 

Your reality is self-constructed."
1006,2023-02-21 12:03:40+00:00,216444,,"My Legal team has done a fantastic job today.

As of today,

The Judges have been given a very close understanding of the Truth behind the allegations against me.

True colors were brought to light.

Inshallah, I will be freed."
1007,2023-02-21 11:35:55+00:00,31608,,"People often come to me and complain that they’re afraid of something. 

I explain that being afraid isn’t the problem. 

The problem is inaction. Be afraid. But do it anyway. 

The fear will make you sharper. 

It’s an advantage."
1008,2023-02-20 18:59:30+00:00,72810,,"And he is with you wherever you are.

Al'Quran | 57:4"
1009,2023-02-20 16:52:00+00:00,30434,,"My enemies lie about me in a desperate bid to slander my name. 

With the strength of god
I prevail and emerge a hero of truth. 

I win."
1010,2023-02-20 16:00:39+00:00,10185,,"We've been filming Tate Confidential since 2019.

Watch them all here.

https://t.co/Y7cp6oHXBt https://t.co/LcwvlEKXXV"
1011,2023-02-20 15:02:58+00:00,55204,,"There is no man alive who achieved amazing things alone. 

Steve Jobs had a team. 

Tyson had a trainer. 

YOU NEED a network. 

So look at the one you currently have... Exactly. 

You need an upgrade. 

Access to resources and knowledge."
1012,2023-02-20 13:06:35+00:00,17489,,"Derive happiness from your achievements, it lasts much longer and costs less e.g. gym gains. 

Dopamine BS. Booze. Cigarettes. Fast food etc. 

Is expensive and very temporary. 

Not to mention quick ""happiness"" is nearly always bad for you.

Pay for satisfaction with hard work."
1013,2023-02-20 12:09:05+00:00,10213,,"There is no joy without pain

Watch the full interview: https://t.co/beBpDJNntj https://t.co/3kwTT0hutj"
1014,2023-02-20 10:51:58+00:00,31383,,"The main reason people insult you is to distract you. 

When someone’s focusing energy on making progress, the jealous attempt to divert their attention. 

Every time you reply. They win."
1015,2023-02-19 22:39:42+00:00,27797,,"I will emerge from jail a better person.

But a better person needs better people.

My closest team may be enjoying freedom

But the burden to increase in diligence, competence and professionalism is shared by us all."
1016,2023-02-19 20:20:12+00:00,143845,,I stay ready for war. https://t.co/41TcoUb7LR
1017,2023-02-19 16:48:04+00:00,11246,,"You will become rich and retire your Mum.
 
You will turn yourself from total shit to the absolute best.

I may be hated by the mainstream media for emailing these truths to you.

But those who listen and understand will become great."
1018,2023-02-19 16:48:04+00:00,8500,,"The war is never-ending.
 
Your fire can never go out.
 
The eternal flame which burns your eternal rage.
 
UNLIMITED WILL TO FIGHT.
 
Being truly thankful for what you have and what you're building towards.
 
You will work 15-hour days and still make time for the gym."
1019,2023-02-19 16:48:03+00:00,10141,,"The ability to do the uncomfortable in its name.

To sit your fat ass on a chair and say ""I'm thankful for"" while watching Netflix and stuffing your face with chips means ABSOLUTELY NOTHING.

When swords are drawn

Will you DIE to defend it?

YES OR NO?

ARE YOU THANKFUL? OR NOT?"
1020,2023-02-19 16:48:03+00:00,6814,,"You will struggle either way. Struggle is CERTAIN.
 
HERE IS WHAT YOU MUST DO.
 
Make a list of all you're thankful for and write next to each one how you will fight harder to improve or retain said item.
 
All of it. THAT is true thankfulness."
1021,2023-02-19 16:48:02+00:00,5117,,"The traditional man of the household is not afforded such luxury. 

And the temporary satisfaction of quitting is outweighed by the eternal suffering of FAILING.
 
STRUGGLE to be a somebody.
 
Or STRUGGLE in life as a nobody.
 
I chose to become a somebody."
1022,2023-02-19 16:48:02+00:00,4990,,"If you're a man of any value at all you will be overworked and underappreciated. 

You will finish the day tired and dirty, prepared to do the same thing again tomorrow.
 
What's the alternative?
 
To quit?
 
Quitting is a luxury reserved for those whose family does not depend."
1023,2023-02-19 16:48:01+00:00,4770,,"You may have your health now but I promise you, if you do not fight for her she will leave you.
 
Along with your money and girlfriend and the love of your children.
 
This is the reality of life as a man."
1024,2023-02-19 16:48:01+00:00,18653,,"You’re not thankful for something if you won’t fight to keep it.
 
From your 6pack to your girlfriend.
 
Fighting to maintain and retain, fighting to gain or obtain.
 
THAT shows genuine appreciation."
1025,2023-02-19 15:28:25+00:00,28553,,"You’re desperate to constantly travel because you’re miserable.

Rich enough to travel constantly but doesn’t?

Happy person.

Contentment isn’t a city you’re going to discover.

If you’re genuinely proud of who you are and how you live - you have zero desire to forever wander."
1026,2023-02-19 11:14:08+00:00,11822,,"The reason there’s a large men’s mental health crisis

Watch the full interview: https://t.co/b2eGnX3lOW https://t.co/BKceHT5TCn"
1027,2023-02-19 10:40:02+00:00,20726,,Conquest is the key to happiness. If you want to be happy? You need to find a way to fight and win.
1028,2023-02-18 14:38:50+00:00,70845,,Great men are always afraid. They just do it anyway.
1029,2023-02-18 10:55:40+00:00,31830,,"How I feel has zero bearing on how I live my life

I will do the exact same tasks with the exact same vigor

Happy? Sad?

I want to win REGARDLESS

Think of every bad decision you’ve ever made

See the EMOTION involved?

Your MIND must be stronger than your feelings"
1030,2023-02-18 09:43:48+00:00,13757,,"You need a competitive mindset to outcompete.

Watch the full interview: https://t.co/WzS7O5tWvW https://t.co/qJwbGsT1MF"
1031,2023-02-18 09:08:16+00:00,18555,,"Dig a hole big enough to stand in. 

It’s good for your upper body. It takes resolve and will. 

And it’s a reminder of where you’re going to end up. 

Once the hole is dug, fill it up - and go LIVE YOUR LIFE."
1032,2023-02-17 18:07:39+00:00,78999,,"God is constantly trying to speak to you if you're paying attention.

Of all the cells in this jail,

I had been assigned room number 5

I am the man from room 5."
1033,2023-02-17 16:15:23+00:00,16854,,"I disavow all drug use, I disavow all criminality and I disavow all violence.

My message is pure and positive.

Billions of dollars cannot mask this truth.

It's just tax dollars being wasted."
1034,2023-02-17 16:15:23+00:00,17135,,"My message has convinced more men to join the gym and get their health in order than any school program has ever done.

My message has convinced men to be entrepreneurial and hard-working members of society."
1035,2023-02-17 16:15:22+00:00,8882,,"Anyone who has listened to my content in full understands that it is geared to make listeners

Ambitious,

Hard-working,

Virtuous,

Independent

And Critically thinking members of society."
1036,2023-02-17 16:15:22+00:00,8172,,"Young men understand what is parody, hyperbole and comedy and what is not.

They understand context,

When they see an out-of-context clip, they understand it is not my message.

They know my message better than the people who berate them about my message."
1037,2023-02-17 16:15:21+00:00,9439,,"I am not misogynistic, I believe women should be protected, provided and cared for.

I believe men have a masculine instinct to defend and take care of their loved ones as well as society.

Young men understand my message."
1038,2023-02-17 16:15:21+00:00,8667,,"Love, honor and respect your family,

Be diligent, disciplined and hard-working,

Always do the right thing and live with a pure heart.

The Matrix has tried to misconstrue my message to the world.

And despite my repeated clarifications,

The Matrix continues to repeat its lies."
1039,2023-02-17 16:15:20+00:00,4907,,"You can listen to my message in full here:

https://t.co/rfVNecZSVl

Billions of dollars are not enough to convince boys to not want a better life.

My message is very simple and well-understood."
1040,2023-02-17 16:15:20+00:00,10383,,"But I'm certain that it will fail.

I have made my message very clear and repeatedly clarified it.

I believe in traditional masculine values, I believe it is a man's sacred DUTY to be competent and capable of protecting and providing for his family."
1041,2023-02-17 16:15:19+00:00,67292,,"I've heard the UK government is spending Billions of dollars to tell young men my message is toxic.

They are now doing Anti Tate campaigns in schools.

It saddens me to see billions of dollars are spent to try present some warped and horrible message as my own."
